Time (sec),AC Compressor Sw (on/off),AF Correction 1 (%),AF Correction 3 (%),AF Learning 1 (%),AF Learning 3 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (°),AVCS In Left (°),Accel Position (%),Baro Pressure (psi),Battery Volts (V),Boost (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Comm Fuel Final (AFR),Coolant Temp (C),Dyn Adv Mult (DAM),EGR Commanded (steps),Feedback Knock (°),Fine Knock Learn (°),Fuel Cut (cylinders),Fuel Pressure (psi),Fuel Pressure Target (psi),Gear Position (gear),Ign Comp IAT (°),Ignition Timing (°),Inj Duty Cycle (%),Inj PW (ms),Inj Timing H SOI NEW (°),Intake Temp (C),Intake Temp Manifold (C),MAF Corr (g/s),MAF Freq (kHz),Man Abs Press (psi),Oil Temp (C),RPM (RPM),Req Torque (Nm),Req Torque Bst Targets (Nm),TD Boost Error (psi),TD Integ WG Pos Corr (mm),TD Prop WG Pos Corr (mm),TGV Map Ratio (mult),Target Boost Final Rel (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Init Pos Final (mm),Wastegate Pos Actual (mm),Wastegate Pos Comm (mm),Wastegate Pos Comm Final (mm),"AP Info:[AP3-SUB-006 v1.7.5.0-25910][2023 USDM WRX MT][Reflash: Stage1 93 v310.ptm]"
175.258,off,-18.75,3.12,-2.73,0.00,12.02,10,-2,0.0,14.21,14.14,-10.76,14.00,0.25,15.11,88,1.000,0,0.00,0.00,0,446,358,3,0.0,22.00,2.27,0.822,323.0,11,20,14.07,3.473,3.45,103,3306,0.00,2.20,1.67,0.000,0.000,1.000,-9.09,9.5,43,0.000,0.610,0.000,-0.555,0
175.294,off,-17.97,2.34,-2.73,0.00,12.34,11,-2,0.0,14.21,14.30,-10.88,14.02,0.23,15.24,88,1.000,0,0.00,0.00,0,378,358,3,0.0,23.00,2.31,0.842,322.5,11,20,13.33,3.442,3.33,103,3294,0.00,2.30,1.81,0.000,0.000,1.000,-9.09,9.5,43,0.000,0.616,0.000,-0.555,0
175.320,off,-17.19,2.34,-2.73,0.00,12.48,11,-2,9.5,14.21,14.14,-10.85,14.03,0.23,15.24,88,1.000,3,0.00,0.00,0,341,1009,3,0.0,24.50,2.31,0.842,322.5,11,20,12.98,3.306,3.37,103,3291,3.98,4.78,1.94,0.000,0.000,1.000,-8.97,9.9,43,0.000,0.604,0.000,-0.555,0
175.342,off,-17.19,2.34,-2.73,0.00,12.71,11,-2,29.5,14.21,14.22,-10.94,14.05,0.22,15.24,88,1.000,3,0.00,0.00,0,623,876,3,0.0,25.00,2.06,0.755,322.5,11,20,12.39,3.551,3.28,103,3281,8.47,9.28,2.18,0.000,0.000,1.000,-8.76,11.0,43,10.000,0.811,2.999,3.615,0
175.361,off,-16.41,2.34,-2.73,0.00,13.08,10,-1,53.3,14.21,14.06,-10.96,14.07,0.22,15.36,88,1.000,3,0.00,0.00,0,684,876,3,0.0,26.00,1.65,0.602,322.5,11,20,12.26,4.035,3.25,103,3300,12.98,13.86,2.36,0.000,0.000,1.000,-8.54,12.0,43,10.000,2.712,5.999,6.614,0
175.382,off,-16.41,2.34,-2.73,0.00,13.48,10,-1,65.0,14.21,14.06,-10.88,14.09,0.22,15.36,88,1.000,3,0.00,0.00,0,679,876,3,0.0,26.00,1.66,0.602,323.0,11,20,12.44,4.046,3.34,103,3320,15.99,16.86,2.48,0.000,0.000,1.000,-8.39,12.6,43,10.000,4.251,7.998,8.614,0
175.419,off,-14.06,2.34,-2.73,0.00,14.03,9,-2,71.3,14.21,14.30,-10.49,14.12,0.22,15.36,88,1.000,3,0.00,0.00,0,760,876,3,0.0,26.50,1.74,0.627,323.5,11,20,12.92,4.065,3.72,103,3334,19.07,19.83,2.40,0.000,0.000,1.000,-8.25,13.2,43,10.000,5.601,9.998,10.613,0
175.434,off,-10.94,1.56,-2.73,0.00,14.30,5,-5,73.4,14.21,14.14,-10.34,14.16,0.23,15.24,88,1.000,3,0.00,0.00,0,889,1009,3,0.0,27.00,1.83,0.656,324.0,11,20,13.84,4.461,3.87,103,3346,28.90,24.39,2.31,0.000,0.000,1.000,-8.03,14.8,43,10.000,7.730,10.000,10.616,0
175.453,off,-10.94,1.56,-2.73,0.00,14.38,5,-5,73.4,14.21,14.22,-10.13,14.16,0.25,15.24,88,1.000,3,0.00,0.00,0,933,1155,3,0.0,27.00,1.83,0.656,324.0,11,20,14.47,4.280,4.09,103,3346,42.33,37.81,2.74,0.000,0.000,1.000,-7.39,16.4,43,10.000,9.037,10.000,10.616,0
175.469,off,-9.38,1.56,-2.73,0.00,14.56,3,-9,73.6,14.21,14.22,-9.40,14.20,0.28,15.11,88,1.000,3,0.00,0.00,0,1071,1447,3,0.0,27.50,1.88,0.675,324.0,11,20,16.20,4.822,4.81,103,3346,55.76,51.15,3.19,0.000,0.000,1.000,-6.75,17.8,43,10.000,10.087,10.000,10.616,0
175.500,off,-9.38,1.56,-2.73,0.00,14.72,3,-9,74.2,14.21,14.30,-9.22,14.22,0.31,14.82,88,1.000,5,0.00,0.00,0,1266,1447,3,0.0,26.50,1.88,0.675,324.0,11,19,18.45,5.011,5.00,103,3348,69.33,64.64,3.29,0.000,0.000,1.000,-6.11,19.3,43,10.000,10.516,10.000,10.616,0
175.515,off,-7.81,1.56,-2.73,0.00,14.80,3,-14,75.4,14.21,14.30,-8.77,14.24,0.36,14.47,88,1.000,5,0.00,0.00,0,1389,1805,3,0.0,26.00,2.28,0.816,324.0,11,19,21.20,5.223,5.44,103,3353,83.03,78.31,3.32,0.000,0.000,1.000,-5.46,20.5,43,10.000,10.577,10.000,10.616,0
175.533,off,-7.81,1.56,-2.73,0.00,14.62,3,-14,76.5,14.21,14.22,-8.40,14.24,0.42,14.47,88,1.000,5,0.00,0.00,0,1606,2893,3,0.0,19.50,2.90,1.037,324.5,11,19,23.68,5.374,5.82,103,3361,96.91,92.11,3.60,0.000,0.000,1.000,-4.80,21.8,43,10.000,10.552,10.000,10.616,0
175.559,off,-8.59,1.56,-2.73,0.00,14.99,4,-19,76.6,14.21,14.30,-6.92,14.29,0.47,14.36,88,1.000,7,0.00,0.00,0,2267,2893,3,0.0,17.00,2.91,1.037,324.5,11,19,27.54,5.584,7.30,103,3364,110.89,106.06,3.16,0.000,0.000,1.000,-4.13,22.8,43,10.000,10.516,10.000,10.616,0
175.599,off,-3.12,0.78,-2.73,0.00,15.81,9,-22,76.3,14.21,14.22,-6.16,14.31,0.56,14.47,88,1.000,9,0.00,0.00,0,2747,2893,3,0.0,16.50,2.77,0.989,324.0,11,19,33.46,5.812,8.06,103,3358,131.75,126.96,3.20,0.000,0.000,1.000,-3.13,24.6,43,10.000,10.528,10.000,10.616,0
175.621,off,-3.12,0.78,-2.73,0.00,16.67,9,-22,76.2,14.21,14.22,-5.28,14.36,0.68,14.53,88,1.000,11,0.00,0.00,0,2846,2893,3,0.0,20.00,3.32,1.197,322.0,11,19,38.92,6.028,8.93,103,3324,152.60,147.74,3.37,0.000,0.000,1.000,-2.14,26.4,43,10.000,10.613,10.000,10.616,0
175.648,off,0.00,0.78,-2.73,0.00,16.04,14,-22,76.1,14.21,14.30,-4.08,14.38,0.78,14.76,88,1.000,16,0.00,0.00,0,2878,2893,3,0.0,19.50,3.79,1.376,320.0,11,19,43.18,6.112,10.14,103,3308,173.43,168.61,2.79,0.000,0.000,1.000,-1.29,28.7,43,10.000,10.613,10.000,10.616,0
175.668,off,0.00,0.78,-2.73,0.00,15.62,14,-22,76.0,14.21,14.38,-3.47,14.40,0.87,14.70,88,1.000,16,0.00,0.00,0,2891,2893,3,0.0,18.50,3.80,1.376,318.0,11,19,48.72,6.308,10.74,103,3310,187.28,182.46,2.79,0.000,0.000,1.000,-0.69,30.8,43,10.000,10.601,10.000,10.616,0
175.685,off,-2.34,0.00,-2.73,0.00,15.22,20,-20,76.0,14.21,14.30,-2.50,14.42,0.95,14.70,88,1.000,13,0.00,0.00,0,2766,2893,3,0.0,18.00,4.51,1.632,316.5,11,19,52.58,6.323,11.72,103,3320,201.12,196.31,2.47,0.000,0.000,1.000,-0.03,33.0,43,10.000,10.613,10.000,10.616,0
175.705,off,-2.34,0.00,-2.73,0.00,14.66,20,-20,76.1,14.21,14.22,-2.42,14.44,1.01,14.64,88,1.000,8,0.00,0.00,0,2797,2893,3,0.0,15.00,4.55,1.632,318.5,11,19,57.86,6.474,11.80,103,3343,214.98,210.16,2.98,0.000,0.000,1.000,0.56,35.4,43,10.000,10.613,10.000,10.616,0
175.724,off,-4.69,0.00,-2.73,0.00,14.43,21,-17,76.3,14.21,14.38,-2.18,14.46,1.07,14.59,88,1.000,5,0.00,0.00,0,2858,2893,3,0.0,14.50,5.19,1.850,319.0,11,19,61.84,6.517,12.03,103,3366,228.88,224.04,3.33,0.000,0.000,1.000,1.15,34.9,43,10.000,10.626,10.000,10.616,0
175.755,off,-6.25,0.00,-2.73,0.00,14.41,20,-12,76.7,14.21,14.30,-0.94,14.48,1.13,14.64,88,1.000,5,0.00,0.00,0,2777,2893,3,0.0,14.50,5.55,1.971,320.5,11,19,66.20,6.571,13.28,103,3378,242.83,237.95,3.56,0.000,0.000,1.000,1.75,38.9,43,9.999,10.632,9.999,10.615,0
175.770,off,-6.25,0.00,-2.73,0.00,14.38,20,-12,77.1,14.21,14.14,-1.01,14.48,1.23,14.64,88,1.000,5,0.00,0.00,0,2821,2893,3,0.0,13.50,5.56,1.971,319.5,11,19,69.44,6.575,13.21,103,3382,256.84,251.83,3.42,0.000,0.000,1.000,2.35,43.0,43,9.943,10.626,9.943,10.559,0
175.801,off,-6.25,0.00,-2.73,0.00,14.24,19,-7,77.4,14.21,14.22,-0.93,14.48,1.24,14.64,88,1.000,5,0.00,0.00,0,2770,2893,3,0.0,14.00,5.98,2.131,318.5,11,19,71.32,6.746,13.28,103,3370,270.93,265.88,5.00,0.000,0.000,1.000,4.02,49.0,43,9.062,10.668,9.062,9.678,0
175.828,off,-6.25,0.00,-2.73,0.00,14.18,19,-7,77.1,14.21,14.22,0.11,14.47,1.37,14.64,88,1.000,3,0.00,0.00,0,2819,2893,3,0.0,15.00,5.96,2.131,310.0,11,19,77.98,6.943,14.33,103,3356,292.04,287.11,6.84,0.000,0.000,1.000,6.03,100.0,43,6.786,9.987,6.786,7.402,0
175.836,off,-7.03,0.00,-2.73,0.00,14.02,14,-1,77.1,14.21,14.22,0.30,14.47,1.49,14.59,88,1.000,3,0.00,0.00,0,2797,2893,3,0.0,13.50,6.25,2.237,307.5,11,19,83.29,6.833,14.52,103,3352,306.06,301.32,6.69,-0.020,-9.145,1.000,6.88,100.0,43,5.943,8.644,0.000,2.866,0
175.865,off,-7.03,0.00,-2.73,0.00,14.25,14,-1,77.3,14.21,14.14,0.50,14.47,1.52,14.53,88,1.000,3,0.00,0.00,0,2894,2893,3,0.0,13.50,6.23,2.237,301.5,11,19,85.15,6.692,14.72,103,3345,320.11,315.35,8.28,-0.060,-10.000,1.000,8.79,100.0,43,4.849,7.259,0.000,2.866,0
175.880,off,-7.03,0.00,-2.73,0.00,14.35,8,4,77.8,14.21,14.30,0.39,14.47,1.51,14.53,88,1.000,3,0.00,0.00,0,2770,2893,3,0.0,13.00,7.01,2.506,300.5,11,19,84.78,6.718,14.60,103,3356,334.23,329.25,11.05,-0.090,-10.000,1.000,11.44,100.0,43,4.388,5.983,0.000,2.866,0
175.903,off,-7.03,0.00,-2.73,0.00,14.42,8,4,78.4,14.21,14.30,0.44,14.47,1.52,14.53,88,1.000,3,0.00,0.00,0,2840,2893,3,0.0,13.50,7.08,2.515,301.5,11,19,86.30,6.771,14.66,103,3377,343.19,343.40,13.06,-0.121,-10.000,1.000,13.38,100.0,43,4.136,4.683,0.000,2.866,0
175.922,off,-7.03,0.00,-2.73,0.00,14.26,2,9,79.5,14.21,14.30,0.93,14.47,1.57,14.47,88,1.000,3,0.00,0.00,0,2862,2893,3,0.0,13.00,7.12,2.515,301.5,11,19,89.17,7.074,15.14,103,3399,345.80,346.99,12.96,-0.167,-10.000,1.000,13.87,100.0,43,4.108,3.339,0.000,2.866,0
